EF_W_COMP_WORKOVERS_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_FRAC.WELL_TYPE,EF_W_COMP_WORKOVERS_FRAC.IS_GAS_FLARED,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.OIL_OR_GAS_WELL,EF_W_COMP_WORKOVERS_FRAC.EQUATION_USED,EF_W_COMP_WORKOVERS_FRAC.FLOW_VOLUME,EF_W_COMP_WORKOVERS_FRAC.FLOW_RATE,EF_W_COMP_WORKOVERS_FRAC.ANNUAL_CH4_EMISSIONS
Goodrich Petroleum Co.  260  East Texas Basin,1009400,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ANGELINA  TX (5) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,235686,0
Samson Resources 260 East Texas Basin,1008850,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Shale gas,Horizontal,No,No,1,,,,Equation W-10A,,,96.3
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - NACOGDOCHES  TX (347) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,1143,.01
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10B,0,1855.25,.11
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,0,9,0
Sabine Oil & Gas LLC 260 East Texas Basin,1009584,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Horizontal,No,Yes,2,,,,Equation W-10A,,,10.132
East Texas Basin - AAPG Province 260,1008934,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Horizontal,No,Yes,30,,,,Equation W-10B,4580,0,.07
East Texas Basin - AAPG Province 260,1008934,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Vertical,No,Yes,1,,,,Equation W-10B,4580,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10A,,,0
Covey Park Operating,1011936,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ROBERTSON  TX (395) - Shale gas,Vertical,No,No,7,,,,Equation W-10B,8719496.3,62309.47,205.543
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SAN AUGUSTINE  TX (405) - Shale gas,Horizontal,No,Yes,2,,,,Equation W-10B,0,2634.5,.05
EXCO Resources  Inc. - East Texas Basin #260,1008958,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SAN AUGUSTINE  TX (405) - Shale gas,Vertical,No,Yes,12,,,,Equation W-10B,0,319593,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10B,0,3059,.03
Valence Operating Co 260 East Texas Basin,1008587,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - CHEROKEE  TX (73) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,578000,25000,12.351
Sabine Oil & Gas LLC 260 East Texas Basin,1009584,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - CHEROKEE  TX (73) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10A,,,16.544
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - FREESTONE  TX (161) - Other tight reservoir rock,Vertical,No,Yes,3,,,,Equation W-10B,0,329,.44
Sabine Oil & Gas LLC 260 East Texas Basin,1009584,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10A,,,1.98
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - Other tight reservoir rock,Vertical,No,Yes,1,,,,Equation W-10B,0,157,.09
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Vertical,No,Yes,1,,,,Equation W-10B,0,183,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Horizontal,No,No,1,,,,Equation W-10B,70416.6666,1082,1.18
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,190,.03
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Vertical,Yes,Yes,2,,,,Equation W-10B,1572986.1112,8,.5
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10B,0,30,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ROBERTSON  TX (395) - Other tight reservoir rock,Horizontal,Yes,Yes,2,,,,Equation W-10B,1583874.9991,424.5,.79
XTO Energy Inc 260 East Texas,1008079,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - ROBERTSON  TX (395) - Other tight reservoir rock,Vertical,No,Yes,1,,,,Equation W-10B,0,436,.61
Valence Operating Co 260 East Texas Basin,1008587,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,3564000,35000,102.641
Sabine Oil & Gas LLC 260 East Texas Basin,1009584,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - Other tight reservoir rock,Horizontal,No,Yes,14,,,,Equation W-10A,,,22.658
East Texas Basin - AAPG Province 260,1008934,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - RUSK  TX (401) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - STARR  TX (427) - High permeability gas,Vertical,No,Yes,1,,,,Equation W-10B,0,0,0
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,Horizontal,No,Yes,12,,,,Equation W-10B,29955531.25,37751.142092,449.074
Laredo Energy 220 Gulf Basin (LA  TX),1009683,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,Horizontal,Yes,Yes,8,,,,Equation W-10B,35475583.3333333,53965.7526815,10.637
SN Operating  LLC 220 Gulf Coast Basin (LA  TX),1009720,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,Horizontal,No,Yes,53,,,,Equation W-10B,29192979.1666667,8822.2965146,437.642
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,Vertical,No,Yes,2,,,,Equation W-10B,189583.3333333,9978.0701754,2.842
Lewis Energy Group,1009588,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,Horizontal,No,Yes,49,,,,Equation W-10B,38373000,0,704.057
Lewis Energy Group,1009588,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,12185000,0,4.059
White Oak Energy 220 Gulf Coast Basin (LA  TX),1009783,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - High permeability gas,VERTICAL,No,Yes,2,,,,Equation W-10B,303479.1666667,15972.5877193,4.55
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WHARTON  TX (481) - High permeability gas,Vertical,No,Yes,3,,,,Equation W-10B,1866291.6666667,24883.8888889,27.978
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WHARTON  TX (481) - High permeability gas,Vertical,No,Yes,9,,,,Equation W-10B,0,844,0
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAPATA  TX (505) - High permeability gas,Vertical,No,Yes,11,,,,Equation W-10B,2335625,6469.8753463,35.014
GULF COAST BASIN,1010222,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAPATA  TX (505) - High permeability gas,Vertical,Yes,Yes,2,,,,Equation W-10B,1175070,24407.4417525,.352
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,Vertical,No,No,1,,,,Equation W-10B,778000,8994.21,13.578
Vanguard Basin 230,1008640,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,Horizontal,No,No,1,,,,Equation W-10A,,,98.537
Vanguard Basin 230,1008640,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - CLAIBORNE  LA (27) - Other tight reservoir rock,Vertical,No,No,2,,,,Equation W-10A,,,98.265
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - LINCOLN  LA (61) - Other tight reservoir rock,Horizontal,Yes,No,1,,,,Equation W-10B,14580000,85166.67,4.9
Nadel and Gussman Ruston Arkla Basin No. 230,1009686,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],230 - LINCOLN  LA (61) - Other tight reservoir rock,Horizontal,No,No,4,,,,Equation W-10B,1349000,10555.56,26.345
Altas 220/Gulf Coast - Eagle Ford,1011546,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ATASCOSA  TX (13) - Other tight reservoir rock,Horizontal,Yes,Yes,7,,,,Equation W-10B,1459723,5478,.81
Altas 220/Gulf Coast - Eagle Ford,1011546,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ATASCOSA  TX (13) - Other tight reservoir rock,Horizontal,No,No,4,,,,Equation W-10B,0,875,.16
XTO Energy Inc 345 Arkoma,1009392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - CLEBURNE  AR (23) - Shale gas,Horizontal,No,Yes,2,,,,Equation W-10B,0,324,.01
XTO Energy Inc 345 Arkoma,1009392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - CLEBURNE  AR (23) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,181500,358,.07
345 Arkoma Basin - BP America Production Company,1009169,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - COAL  OK (29) - Shale gas,Horizontal,No,Yes,6,,,,Equation W-10A,,,279.584
345 Arkoma Basin - BP America Production Company,1009169,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - COAL  OK (29) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,4.473
Stephens Production Company - ARKOMA Basin,1008474,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - SEBASTIAN  AR (131) - Shale gas,Horizontal,No,No,1,,,,Equation W-10B,2311920,220182.8571429,85.901
XTO Energy Inc 345 Arkoma,1009392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - VAN BUREN  AR (141) - Shale gas,Horizontal,No,Yes,5,,,,Equation W-10B,0,868.6,.1
XTO Energy Inc 345 Arkoma,1009392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],345 - VAN BUREN  AR (141) - Shale gas,Horizontal,Yes,Yes,3,,,,Equation W-10B,808499.9969,193,.3
Apache Corp. - Palo Duro,1010603,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],435 - OLDHAM  TX (359) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,0,0
Permian Basin - AAPG Province 430,1008449,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - REEVES  TX (389) - High permeability gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,0,0,3.81
ConocoPhillips' Permian (430),1007479,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - Shale gas,Vertical,Yes,Yes,5,,,,Equation W-10B,64279468,57385.6583,22.6
Cimarex Energy Co. 430 Permian,1008544,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - Shale gas,Horizontal,No,No,1,,,,Equation W-10A,,,.2
Cimarex Energy Co. 430 Permian,1008544,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - Shale gas,Horizontal,Yes,No,9,,,,Equation W-10A,,,.4
BPX Energy Permian Basin  AAPG Basin 430,1008632,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - CULBERSON  TX (109) - Shale gas,Horizontal,No,Yes,4,,,,Equation W-10A,,,52.64
Matador Production Company - Permian Basin,1012068,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],430 - EDDY  NM (15) - Shale gas,Horizontal,Yes,No,3,,,,Equation W-10A,,,.071
Houston Counties Oil and Gas Production Facilities,1012030,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HOUSTON  TX (225) - Oil,Vertical,Yes,Yes,7,,,,Equation W-10B,184305,270000,39.188
Houston Counties Oil and Gas Production Facilities,1012030,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HOUSTON  TX (225) - Oil,Horizontal,Yes,Yes,2,,,,Equation W-10B,27,44500,1.247
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - FREESTONE  TX (161) - High permeability gas,Vertical,No,No,1,,,,Equation W-10A,,,0
CCI Gulf Coast Upstream LLC and CCI East Texas Upstream LLC,1010621,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - FREESTONE  TX (161) - High permeability gas,Horizontal,No,No,1,,,,Equation W-10A,,,117.038
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - High permeability gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,786493.0556,8,.3
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - High permeability gas,VERTICAL,No,Yes,0,,,,Equation W-10B,0,0,0
Amplify Energy Operating 260 East Texas Basin,1010839,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - High permeability gas,Horizontal,No,Yes,2,,,,Equation W-10B,1240062.5,18870.4069107,18.59
EP Energy E&P 575 Uinta basin,1009350,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - DUCHESNE  UT (13) - Oil,Horizontal,Yes,Yes,31,,,,Equation W-10A,,,144.411
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Oil,Horizontal,No,Yes,1,,,,Equation W-10A,,,.937
535 Green River Basin - BP America Production Company,1008622,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - CARBON  WY (7) - Other tight reservoir rock,Vertical,No,Yes,5,,,,Equation W-10A,,,0
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SUBLETTE  WY (35) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,6750,.029
Jonah Energy LLC_AAPG 535_Green River Basin,1011450,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SUBLETTE  WY (35) - Other tight reservoir rock,Vertical,No,Yes,86,,,,Equation W-10B,0,42917.0639,15.955
Ultra Resources/Green River Basin,1009125,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SUBLETTE  WY (35) - Other tight reservoir rock,Vertical,No,Yes,116,,,,Equation W-10B,0,11605000,25.853
535 Green River Basin QEP Energy Company,1008295,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SUBLETTE  WY (35) - Other tight reservoir rock,Vertical,No,Yes,107,,,,Equation W-10B,0,0,0
Samson Resources 535 Green River Basin,1008852,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SWEETWATER  WY (37) - Other tight reservoir rock,Vertical,No,No,1,,,,Equation W-10A,,,1.1
535 Green River Basin - BP America Production Company,1008622,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SWEETWATER  WY (37) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10A,,,2.567
535 Green River Basin - BP America Production Company,1008622,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SWEETWATER  WY (37) - Other tight reservoir rock,Vertical,No,Yes,41,,,,Equation W-10A,,,99.172
535 Green River Basin - BP America Production Company,1008622,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SWEETWATER  WY (37) - Other tight reservoir rock,Vertical,Yes,Yes,1,,,,Equation W-10A,,,0
535 Green River Basin QEP Energy Company,1008295,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],535 - SWEETWATER  WY (37) - Other tight reservoir rock,Vertical,Yes,Yes,3,,,,Equation W-10B,3055000,93389.6825397,1.081
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BECKHAM  OK (9) - High permeability gas,Horizontal,No,No,10,,,,Equation W-10B,0,270.625,.025
360 Anadarko Basin DEC,1008287,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - High permeability gas,Horizontal,Yes,Yes,2,,,,Equation W-10B,1572986.1112,8,.5
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - High permeability gas,Horizontal,No,No,1,,,,Equation W-10A,,,.02
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - High permeability gas,Horizontal,Yes,No,4,,,,Equation W-10A,,,.5
Jones Energy 360 Anadarko Basin,1009547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - High permeability gas,Horizontal,No,Yes,13,,,,Equation W-10B,23260000,8968.5752844,348.699
Sheridan Production Company LLC 360 Anadarko Basin,1009845,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - High permeability gas,Vertical,Yes,No,1,,,,Equation W-10A,,,1.69
Jones Energy 360 Anadarko Basin,1009547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - High permeability gas,Horizontal,No,Yes,8,,,,Equation W-10B,4966250,4114.5401823,74.451
Jones Energy 360 Anadarko Basin,1009547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - High permeability gas,Horizontal,No,Yes,36,,,,Equation W-10B,32901416.6666667,7308.1778469,493.236
Jones Energy 360 Anadarko Basin,1009547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - High permeability gas,Horizontal,No,Yes,4,,,,Equation W-10B,2013000,1911.6809117,30.178
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - High permeability gas,Horizontal,No,No,1,,,,Equation W-10B,0,43.8,.086
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - High permeability gas,Horizontal,No,No,2,,,,Equation W-10B,0,279.165,.004
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - High permeability gas,Horizontal,No,No,5,,,,Equation W-10B,0,104.246,.019
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - High permeability gas,Horizontal,No,No,3,,,,Equation W-10B,0,1603.1666667,.176
CRI 360 Anadarko,1008472,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,Horizontal,Yes,Yes,10,,,,Equation W-10B,10089000,10000,8.161
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,Horizontal,No,Yes,3,,,,Equation W-10B,0,20152.6666667,12.745
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,Horizontal,No,Yes,1,,,,Equation W-10A,,,10.125
Newfield.360.Anadarko Basin,1009260,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,14375500000,35042,7.117
Cimarex Energy Co. 360 Anadarko,1008702,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Shale gas,Horizontal,Yes,No,6,,,,Equation W-10A,,,.1
