EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_NO_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_NO_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_NO_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_COMP_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.WORKOVERS_WITHOUT_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_WITH_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_FLARING
580 San Juan Basin - BP America Production Company,1009076,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - ARCHULETA  CO (7) - Coal seam,,,,,,,Yes,3,.17,0,0
SOUTHLAND ROYALTY COMPANY LLC – SAN JUAN BASIN 580,1011978,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - ARCHULETA  CO (7) - Coal seam,,,,,,,Yes,1,.06,0,0
San Juan Basin (580),1007484,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,,,,No,2,.07,1,.001
580 San Juan Basin - BP America Production Company,1009076,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,,,,Yes,384,21.58,0,0
Samson Resources 580 San Juan Basin,1008094,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,,,,Yes,18,1,0,0
SOUTHLAND ROYALTY COMPANY LLC – SAN JUAN BASIN 580,1011978,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,,,,Yes,2,.11,0,0
XTO Energy Inc 580 San Juan,1009142,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,,,,No,0,0,0,0
Red Willow Production Co.,1005963,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,,,,Yes,72,3.67,0,0
San Juan Basin (580),1007484,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Coal seam,,,,,,,Yes,16,.786,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Coal seam,,,,,,,No,39,2.2,0,0
SOUTHLAND ROYALTY COMPANY LLC – SAN JUAN BASIN 580,1011978,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Coal seam,,,,,,,Yes,7,.38,0,0
San Juan Basin (580),1007484,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,No,51,2.677,3,.001
580 San Juan Basin - BP America Production Company,1009076,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,Yes,74,3.85,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,No,5,.3,0,0
SOUTHLAND ROYALTY COMPANY LLC – SAN JUAN BASIN 580,1011978,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,Yes,1,.05,0,0
XTO Energy Inc 580 San Juan,1009142,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,Yes,1,.06,0,0
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,Yes,421,24,0,0
Energen Resources 580 San Juan Basin,1008408,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,,,,Yes,29,1.567,0,0
Trendwell Energy Corporation,1008348,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - High permeability gas,,,,,,,Yes,2,.088,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OGEMAW  MI (129) - High permeability gas,,,,,,,Yes,4,.2,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OSCEOLA  MI (133) - High permeability gas,,,,,,,Yes,6,.332,0,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ALCONA  MI (1) - Shale gas,,,,,,,No,41,2.116,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ALPENA  MI (7) - Shale gas,,,,,,,Yes,12,.331,0,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ALPENA  MI (7) - Shale gas,,,,,,,No,59,3.199,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,,,,,,,Yes,8,.44,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,,,,,,,Yes,6,.276,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,,,,,,,Yes,42,1.913,0,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,,,,,,,Yes,0,0,2,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,,,,,,,No,50,2.606,0,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - BENZIE  MI (19) - Shale gas,,,,,,,Yes,0,0,7,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - CHARLEVOIX  MI (29) - Shale gas,,,,,,,Yes,3,.052,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - CRAWFORD  MI (39) - Shale gas,,,,,,,Yes,2,.091,0,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - CRAWFORD  MI (39) - Shale gas,,,,,,,No,76,3.447,0,0
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],820 - KENAI  AK (133) - High permeability gas,,,,,,,Yes,382,21.676,0,0
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],820 - SELDOVIA  AK (231) - High permeability gas,,,,,,,Yes,38,2.233,0,0
Beluga River Unit,1007101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],820 - TYONEK  AK (283) - High permeability gas,,,,,,,Yes,4,.236,0,0
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],820 - TYONEK  AK (283) - High permeability gas,,,,,,,Yes,21,1.241,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - BAY  MI (17) - High permeability gas,,,,,,,Yes,22,1.081,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - CRAWFORD  MI (39) - High permeability gas,,,,,,,Yes,10,.492,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MANISTEE  MI (101) - Shale gas,,,,,,,Yes,45,.274,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - Shale gas,,,,,,,Yes,7,.337,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - Shale gas,,,,,,,Yes,21,.866,0,0
Muskegon Development Company,1009436,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - Shale gas,,,,,,,Yes,25,1.16,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - Shale gas,,,,,,,Yes,8,.365,0,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - Shale gas,,,,,,,Yes,0,0,1,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MONTMORENCY  MI (119) - Shale gas,,,,,,,No,58,2.609,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OSCODA  MI (135) - Shale gas,,,,,,,Yes,15,.683,0,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OSCODA  MI (135) - Shale gas,,,,,,,No,1,.051,0,0
REM 305 Michigan Basin - PRODUCTION,1009101,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OTSEGO  MI (137) - Shale gas,,,,,,,Yes,2,.054,0,0
Muskegon Development Company,1009436,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OTSEGO  MI (137) - Shale gas,,,,,,,Yes,42,1.9,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OTSEGO  MI (137) - Shale gas,,,,,,,Yes,39,1.777,0,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OTSEGO  MI (137) - Shale gas,,,,,,,Yes,0,0,1,0
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OTSEGO  MI (137) - Shale gas,,,,,,,No,167,7.405,0,0
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],820 - KENAI  AK (133) - Other tight reservoir rock,,,,,,,Yes,83,4.918,0,0
San Juan Basin (580),1007484,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Other tight reservoir rock,,,,,,,Yes,1,.052,0,0
San Juan Basin,1009242,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Other tight reservoir rock,,,,,,,Yes,14,.794,0,0
San Juan Basin (580),1007484,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Other tight reservoir rock,,,,,,,Yes,43,2.187,0,0
San Juan Basin,1009242,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Other tight reservoir rock,,,,,,,Yes,2,.113,0,0
Cross Timbers Energy  LLC - San Juan Basin 580,1011100,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Other tight reservoir rock,,,,,,,Yes,10,.522,0,0
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Other tight reservoir rock,,,,,,,Yes,18,.81,0,0
Energen Resources 580 San Juan Basin,1008408,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Other tight reservoir rock,,,,,,,Yes,40,1.915,0,0
San Juan Basin (580),1007484,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Other tight reservoir rock,,,,,,,Yes,46,2.293,0,0
San Juan Basin,1009242,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Other tight reservoir rock,,,,,,,Yes,10,.567,0,0
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Other tight reservoir rock,,,,,,,Yes,202,9.52,0,0
Energen Resources 580 San Juan Basin,1008408,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Other tight reservoir rock,,,,,,,Yes,8,.387,0,0
Dugan Production Corp- San Juan Basin,1008540,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SANDOVAL  NM (43) - Other tight reservoir rock,,,,,,,Yes,41,1.58,0,0
MAVERICK- BASIN 305 PRODUCTION,1010320,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - KALKASKA  MI (79) - High permeability gas,,,,,,,Yes,4,.228,0,0
Foundation Energy Management 595 Piceance Basin,1008323,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - High permeability gas,,,,,,,Yes,2,.101,0,0
Foundation Energy Management 595 Piceance Basin,1008323,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - MESA  CO (77) - High permeability gas,,,,,,,Yes,1,.051,0,0
Foundation Energy Management 595 Piceance Basin,1008323,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - RIO BLANCO  CO (103) - High permeability gas,,,,,,,Yes,19,.962,0,0
Oxy Basin 595 Onshore Production,1009094,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Shale gas,,,,,,,Yes,1,.052,0,0
LAMBDA ENERGY RESOURCES  LLC-Michigan Basin,1008299,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OSCODA  MI (135) - Other tight reservoir rock,,,,,,,No,3,.15,0,0
Foundation Energy Management 595 Piceance Basin,1008323,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - RIO BLANCO  CO (103) - Coal seam,,,,,,,Yes,4,.202,0,0
Caerus Piceance LLC,1008296,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,,,,Yes,102,5.38,0,0
Chevron MCA 595 Piceance Basin,1009241,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,,,,Yes,47,2.103,13,.012
Oxy Basin 595 Onshore Production,1009094,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,,,,Yes,30,1.592,0,0
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,,,,No,22,1.2,0,0
Berry Petroleum Company 585 Piceance Basin Production Segment,1008165,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,,,,Yes,4,.212,0,0
LARAMIE ENERGY LLC - Piceance Basin (585),1009785,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,,,,,,,Yes,1,.051,0,0
Oxy Basin 595 Onshore Production,1009094,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - MESA  CO (77) - Other tight reservoir rock,,,,,,,Yes,58,3.025,0,0
LARAMIE ENERGY LLC - Piceance Basin (585),1009785,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - MESA  CO (77) - Other tight reservoir rock,,,,,,,Yes,3,.161,0,0
California Resources Production Corporation – Sacramento Valley Basin 730,1008405,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],730 - SACRAMENTO  CA (67) - High permeability gas,,,,,,,Yes,3,.168,0,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - CRAWFORD  MI (39) - Oil,,,,,,,Yes,0,0,1,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - KALKASKA  MI (79) - Oil,,,,,,,Yes,0,0,4,0
Jordan Development Company  LLC,1008066,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MANISTEE  MI (101) - Oil,,,,,,,Yes,0,0,2,0
