EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_NAME,EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_ID,EF_W_EQUIP_LEAKS_ONSHORE.REPORTING_YEAR,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_NUM,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_DESC,EF_W_EQUIP_LEAKS_ONSHORE.INDUSTRY_SEGMENT,EF_W_EQUIP_LEAKS_ONSHORE.LOCATION,EF_W_EQUIP_LEAKS_ONSHORE.SOURCE_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.AVERAGE_TIME_OPERATIONAL,EF_W_EQUIP_LEAKS_ONSHORE.CO2_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.CH4_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_CALC_METHOD,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_PRESENT,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_EAST,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_WEST,EF_W_EQUIP_LEAKS_ONSHORE.EMISSION_SRC_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.SERVICE_TYPE
EP Energy E&P 220 Gulf Coast Basin,1008092,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,7753,8111.239819,4.1815459,34.0143154,,,,,,,Valves,Light crude service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,55085,8760,20.1025568,985.3343193,,,,,,,Valves,Gas Service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,180945,8760,9.2774385,454.7371062,,,,,,,Connectors,Gas Service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,6675,8760,0.6240876,30.5898854,,,,,,,Open ended lines,Gas Service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2766,8760,1.61006,78.917691,,,,,,,Pressure relief valves,Gas Service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,96,8760,0.0505711,0.5864182,,,,,,,Valves,Light crude service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,188,8760,0.0059421,0.0689041,,,,,,,Flanges,Light crude service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,132,8760,0.0097349,0.1128855,,,,,,,Connectors,Light crude service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,0,0,0,,,,,,,Open ended lines,Light crude service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,0,0,0,,,,,,,Pumps,Light crude service
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,8,8760,0.0252855,0.2932091,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
ConocoPhillips' Uinta (575),1007481,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,89699,8760,46.724861,237.9557622,,,,,,,Connectors,Gas Service
ConocoPhillips' Uinta (575),1007481,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,3694,8760,3.5088926,17.8697422,,,,,,,Open ended lines,Gas Service
ConocoPhillips' Uinta (575),1007481,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,1389,8760,8.2143093,41.8330238,,,,,,,Pressure relief valves,Gas Service
ConocoPhillips' Uinta (575),1007481,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,27397,8760,101.578051,517.3066759,,,,,,,Valves,Gas Service
ConocoPhillips' Williston (395),1007482,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,21122,8760,0.6063354,14.0901295,,,,,,,Connectors,Light crude service
ConocoPhillips' Williston (395),1007482,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,25168,8760,0.3096348,7.195349,,,,,,,Flanges,Light crude service
ConocoPhillips' Williston (395),1007482,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,8760,0,0,,,,,,,Open ended lines,Light crude service
ConocoPhillips' Williston (395),1007482,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,599,8760,0.7369329,17.1249764,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
ConocoPhillips' Williston (395),1007482,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,13652,8760,2.7992787,65.050133,,,,,,,Valves,Light crude service
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,96363,8760,48.4609664,1897.565942,,,,,,,Valves,Gas Service
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,295567,8760,20.8834022,817.7227104,,,,,,,Connectors,Gas Service
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,11686,8760,1.5056498,58.9561032,,,,,,,Open ended lines,Gas Service
Stephens Production Company - ARKOMA Basin,1008474,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,5199,8760,4.1703597,163.2970432,,,,,,,Pressure relief valves,Gas Service
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,3432,8760,0.8,18.8,,,,,,,Valves,Light crude service
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,6292,8760,0.1,2.1,,,,,,,Flanges,Light crude service
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,5434,8760,0.1,4.2,,,,,,,Connectors,Light crude service
Mid-Gulf Coast Basin Code 210,1008506,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,143,8760,0,4.7,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,981,4626,0.36272,7.89156,,,,,,,Valves,Gas Service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2912,4762,0.15572,3.38791,,,,,,,Connectors,Gas Service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,106,4987,0.01082,0.23548,,,,,,,Open ended lines,Gas Service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,51,4717,0.03066,0.66721,,,,,,,Pressure relief valves,Gas Service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,23806,8588,6.75242,146.90424,,,,,,,Valves,Light crude service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,39034,8615,1.55535,33.8286,,,,,,,Connectors,Light crude service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,0,0,0,,,,,,,Open ended lines,Light crude service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,44160,8578,0.75051,16.33154,,,,,,,Flanges,Light crude service
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,1476,8532,2.49656,54.29587,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2941,8760,0.72674,48.34796,,,,,,,Valves,Gas Service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,9551,8760,0.33154,22.05939,,,,,,,Connectors,Gas Service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,364,8760,0.0232,1.53291,,,,,,,Open ended lines,Gas Service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,148,8760,0.05821,3.88063,,,,,,,Pressure relief valves,Gas Service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2805,8760,0.28631,19.0546,,,,,,,Valves,Light crude service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,4744,8760,0.06809,4.5118,,,,,,,Connectors,Light crude service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,0,0,0,,,,,,,Open ended lines,Light crude service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,5098,8760,0.03108,2.07828,,,,,,,Flanges,Light crude service
Chesapeake Operating LLC  350 - South Oklahoma Folded Belt,1008529,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,181,8760,0.11049,7.37756,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,24704,8760,13.77,422.3157417,,,,,,,Valves,Gas Service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,76606,8760,6,183.9908935,,,,,,,Connectors,Gas Service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2056,8760,0.29,9.0047037,,,,,,,Open ended lines,Gas Service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,1180,8760,1.049,32.1753987,,,,,,,Pressure relief valves,Gas Service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2195,8760,0.505,14.6607488,,,,,,,Valves,Light crude service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,4390,8760,0.06,1.7592899,,,,,,,Flanges,Light crude service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2744,8760,0.08,2.5658648,,,,,,,Connectors,Light crude service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,8760,0,0,,,,,,,Open ended lines,Light crude service
Dugan Production Corp- San Juan Basin,1008540,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,8760,0,0,,,,,,,Pumps,Light crude service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,127608,8548,0.12306,55.70232,,,,,,,Connectors,Gas Service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,2055,8503,0.0399,18.14439,,,,,,,Open ended lines,Gas Service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,784,8476,0.00984,4.5239,,,,,,,Pressure relief valves,Gas Service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,17,8760,0.00028,0.12674,,,,,,,Valves,Light crude service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,24,8760,0.00006,0.02505,,,,,,,Connectors,Light crude service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,0,0,0,0,,,,,,,Open ended lines,Light crude service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,34,8760,0.00003,0.01521,,,,,,,Flanges,Light crude service
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,1,8760,0.0001,0.04473,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,3044,8388,0.02586,11.7352,,,,,,,Valves,Gas Service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,14011,8392,0.01328,6.00411,,,,,,,Connectors,Gas Service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,253,8385,0.00484,2.20269,,,,,,,Open ended lines,Gas Service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,102,8361,0.00125,0.58063,,,,,,,Pressure relief valves,Gas Service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,9408,7563,0.13357,60.55506,,,,,,,Valves,Light crude service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,14588,7557,0.02898,13.1358,,,,,,,Connectors,Light crude service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,0,0,0,0,,,,,,,Open ended lines,Light crude service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,18244,7559,0.01558,7.04184,,,,,,,Flanges,Light crude service
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,472,7665,0.04077,18.47533,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,10761,7312,15.0238481,152.8205261,,,,,,,Valves,Gas Service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,35126,7312,6.890025,70.0843915,,,,,,,Connectors,Gas Service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,1206,7312,0.4313722,4.3878593,,,,,,,Open ended lines,Gas Service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,596,7312,1.3272317,13.5004193,,,,,,,Pressure relief valves,Gas Service
